ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash
1767997124268,v1.1,eligible-demo,1767997124268,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,-1,,,,,False,RESOLUTION_UNKNOWN,-1,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997125302,v1.1,eligible-demo,1767997125302,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997126365,v1.1,eligible-demo,1767997126365,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997127442,v1.1,eligible-demo,1767997127442,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997128503,v1.1,eligible-demo,1767997128503,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997129566,v1.1,eligible-demo,1767997129566,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997130621,v1.1,eligible-demo,1767997130621,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997131761,v1.1,eligible-demo,1767997131761,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997132920,v1.1,eligible-demo,1767997132920,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997134026,v1.1,eligible-demo,1767997134026,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997135151,v1.1,eligible-demo,1767997135151,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997136266,v1.1,eligible-demo,1767997136266,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997137316,v1.1,eligible-demo,1767997137316,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997138371,v1.1,eligible-demo,1767997138371,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997139430,v1.1,eligible-demo,1767997139430,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997140490,v1.1,eligible-demo,1767997140490,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767997141549,v1.1,eligible-demo,1767997141549,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
