ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash
1767996896372,v1.1,eligible-demo,1767996896372,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996897391,v1.1,eligible-demo,1767996897391,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996898421,v1.1,eligible-demo,1767996898421,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996899450,v1.1,eligible-demo,1767996899450,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996900486,v1.1,eligible-demo,1767996900486,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996901514,v1.1,eligible-demo,1767996901514,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996902554,v1.1,eligible-demo,1767996902554,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996903595,v1.1,eligible-demo,1767996903595,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996904630,v1.1,eligible-demo,1767996904630,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996905661,v1.1,eligible-demo,1767996905661,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996906689,v1.1,eligible-demo,1767996906689,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996907724,v1.1,eligible-demo,1767996907724,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996908752,v1.1,eligible-demo,1767996908752,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996909783,v1.1,eligible-demo,1767996909783,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996910815,v1.1,eligible-demo,1767996910815,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996911847,v1.1,eligible-demo,1767996911847,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996912885,v1.1,eligible-demo,1767996912885,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996913925,v1.1,eligible-demo,1767996913925,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
1767996914956,v1.1,eligible-demo,1767996914956,1768002400000,,,,UNKNOWN,,,False,RESOLUTION_UNKNOWN,0,,,,,False,RESOLUTION_UNKNOWN,0,,,,,,,,,,,,,,,NO_TRADE:RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,RESOLUTION_UNKNOWN,[],0.0000,0.0000,0.0000,0,False,
