ts,market_id,now,market_end_ts,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash
1767991326371,540844,1767991326371,1785456000000,BINANCE,BTCUSDT,90279.945,True,,-2154,0.48,0.49,0.51,0.52,True,,-2538,0.49,0.52,0.3835616438356164,-0.10643835616438357,0.09643835616438357,964.3835616438356,964.3835616438356,194.17475728155355,,drift_bps=2.0|vol_bps=1.0,WOULD_STOP,WOULD_STOP,WOULD_STOP,[],-0.1400,0.1400,0.1400,0,False,0543aa73c13b2d637cd97d948957ce40bf4beca07b377d191ef4be21a15b5213
1767991329910,540844,1767991329910,1785456000000,BINANCE,BTCUSDT,90284.315,True,,-2151,0.48,0.49,0.51,0.52,True,,-2602,0.49,0.52,0.3918918918918919,-0.0981081081081081,0.0881081081081081,881.0810810810809,881.0810810810809,194.17475728155355,,drift_bps=1.5|vol_bps=1.0,WOULD_ENTER,EDGE_OK,EDGE_OK,[],-0.1400,0.1400,0.1400,0,False,0543aa73c13b2d637cd97d948957ce40bf4beca07b377d191ef4be21a15b5213
1767991333516,540844,1767991333516,1785456000000,BINANCE,BTCUSDT,90275.36,True,,-2147,0.48,0.49,0.51,0.52,True,,-2580,0.49,0.52,0.38666666666666666,-0.10333333333333333,0.09333333333333327,933.3333333333327,933.3333333333327,194.17475728155355,,drift_bps=3.5|vol_bps=1.0,WOULD_STOP,WOULD_STOP,WOULD_STOP,[],-0.1500,0.1500,0.1500,0,False,0543aa73c13b2d637cd97d948957ce40bf4beca07b377d191ef4be21a15b5213
1767991337098,540844,1767991337098,1785456000000,BINANCE,BTCUSDT,90272.25,True,,-2118,0.48,0.49,0.51,0.52,True,,-2545,0.49,0.52,0.3815789473684211,-0.10842105263157892,0.09842105263157896,984.2105263157896,984.2105263157896,194.17475728155355,,drift_bps=2.6|vol_bps=0.9,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991340644,540844,1767991340644,1785456000000,BINANCE,BTCUSDT,90269.905,True,,-2179,0.48,0.49,0.51,0.52,True,,-2670,0.49,0.52,0.37662337662337664,-0.11337662337662335,0.10337662337662334,1033.7662337662334,1033.7662337662334,194.17475728155355,,drift_bps=1.8|vol_bps=0.9,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991344315,540844,1767991344315,1785456000000,BINANCE,BTCUSDT,90254.995,True,,-2160,0.48,0.49,0.51,0.52,True,,-2640,0.49,0.52,0.3717948717948718,-0.11820512820512818,0.10820512820512818,1082.0512820512818,1082.0512820512818,194.17475728155355,,drift_bps=3.4|vol_bps=1.0,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991347955,540844,1767991347955,1785456000000,BINANCE,BTCUSDT,90247.725,True,,-2172,0.48,0.49,0.51,0.52,True,,-2647,0.49,0.52,0.3670886075949367,-0.12291139240506327,0.11291139240506332,1129.1139240506332,1129.1139240506332,194.17475728155355,,drift_bps=4.1|vol_bps=1.0,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991351603,540844,1767991351603,1785456000000,BINANCE,BTCUSDT,90247.715,True,,-2142,0.48,0.49,0.51,0.52,True,,-2552,0.49,0.52,0.3625,-0.1275,0.11749999999999994,1174.9999999999993,1174.9999999999993,194.17475728155355,,drift_bps=5.3|vol_bps=0.9,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991355160,540844,1767991355160,1785456000000,BINANCE,BTCUSDT,90247.725,True,,-2092,0.48,0.49,0.51,0.52,True,,-2544,0.49,0.52,0.35802469135802467,-0.13197530864197532,0.12197530864197526,1219.7530864197527,1219.7530864197527,194.17475728155355,,drift_bps=4.7|vol_bps=0.9,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
1767991358705,540844,1767991358705,1785456000000,BINANCE,BTCUSDT,90246.86,True,,-2108,0.48,0.49,0.51,0.52,True,,-2496,0.49,0.52,0.35365853658536583,-0.13634146341463416,0.12634146341463415,1263.4146341463415,1263.4146341463415,194.17475728155355,,drift_bps=5.9|vol_bps=0.8,NO_TRADE:RATE_LIMIT,RATE_LIMIT,RATE_LIMIT,[],-0.1500,0.1500,0.1500,0,False,
