ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash,fill_mode,fill_feasible,fill_slippage_cents,fill_depth_required,fill_depth_used,arb_cost_cents,arb_cost_cents_conservative,arb_edge_cents,arb_edge_cents_conservative,model_name,sigma,r,d2,fair_yes_pv,fair_yes_prob,discount_factor,fair_up_prob_semantics,depth_qty_total,depth_notional_total_usd,best_yes_bid,best_yes_ask,best_no_bid,best_no_ask
1768059474325,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059474325,0,UNKNOWN,UNKNOWN,,KALSHI,KXBTCMAXY-26DEC31-119999.99,,False,RESOLUTION_UNKNOWN,0,50,51,49,50,True,,0,,,,,,,,0.0,0.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,BOOK_SANITY,BOOK_SANITY: yes_levels=24 no_levels=28 BOOK_SHA1:02412f01ae,"[""BOOK_SANITY: yes_levels=24 no_levels=28 BOOK_SHA1:02412f01ae""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059474325,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059474325,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,819,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23387036207239184,-0.27612963792760814,0.22326954364279417,2232.695436427942,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,WARMUP,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005101271077,0.23387036207239184,0.24434292278059516,0.957139905715186,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059475746,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059475746,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,1550,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.2338703612419819,-0.2761296387580181,0.22326954641265162,2232.695464126516,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=?,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005144681744,0.2338703612419819,0.24434292141788927,0.9571399076546335,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059476953,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059476953,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,2786,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23387036053663005,-0.27612963946337,0.22326954876537386,2232.6954876537384,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.692400518155485,0.23387036053663005,0.24434292026040422,0.9571399093020039,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059478190,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059478190,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,1364,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23387035981374663,-0.2761296401862534,0.2232695511765731,2232.695511765731,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.692400521934444,0.23387035981374663,0.2443429190741498,0.9571399109903197,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059479382,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059479382,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,2582,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.2338703591171603,-0.2761296408828397,0.22326955350005706,2232.6955350005705,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005255759312,0.2338703591171603,0.24434291793104918,0.9571399126172173,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059480600,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059480600,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,3832,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23387035840537992,-0.27612964159462006,0.22326955587422104,2232.6955587422103,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005292968474,0.23387035840537992,0.24434291676301506,0.957139914279601,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059481849,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059481849,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,5067,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.2338703576754834,-0.27612964232451664,0.22326955830881157,2232.6955830881157,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.692400533112467,0.2338703576754834,0.24434291556525245,0.9571399159842949,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059483085,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059483085,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,1313,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.2338703569531838,-0.2761296430468162,0.22326956071806203,2232.6956071806203,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005368883729,0.2338703569531838,0.24434291437995648,0.9571399176712458,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059484279,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059484279,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.815,True,RESOLUTION_UNKNOWN,2515,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23387035625542818,-0.27612964374457183,0.22326956304544499,2232.6956304544497,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924005405359718,0.23387035625542818,0.24434291323493734,0.9571399193008732,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059485484,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059485484,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.545,True,RESOLUTION_UNKNOWN,2070,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23386895772387467,-0.27613104227612534,0.2232709632216392,2232.709632216392,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924051965754336,0.23386895772387467,0.2443414516582345,0.9571399209455138,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
1768059486756,v1.1,KXBTCMAXY-26DEC31-119999.99,1768059486756,1798779540000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAXY-26DEC31-119999.99,90493.545,True,RESOLUTION_UNKNOWN,3363,0.5,0.51,0.49,0.5,True,,0,0.51,0.5,0.23386895698050908,-0.27613104301949093,0.22327096570109006,2232.7096570109006,,198.0198019801982,7000.51,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,drift_bps=0.0|vol_bps=0.0,NO_TRADE,THIN_BOOK,THIN_BOOK,"[""DEPTH_NEAR_USD:6112"", ""THIN_BOOK"", ""LAST_SHOCK:THIN_BOOK"", ""DATA:LIVE"", ""BOOK_SHA1:02412f01ae"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,BSM_BINARY_ND2,0.65,0.045,-0.6924052004614148,0.23386895698050908,0.24434145043838862,0.9571399226815992,PV_DISCOUNTED,383838.0,191918.99999999997,0.5,0.51,0.49,0.5
