ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash,fill_mode,fill_feasible,fill_slippage_cents,fill_depth_required,fill_depth_used,arb_cost_cents,arb_cost_cents_conservative,arb_edge_cents,arb_edge_cents_conservative,model_name,sigma,r,d2,fair_yes_pv,fair_yes_prob,discount_factor,fair_up_prob_semantics,depth_qty_total,depth_notional_total_usd,best_yes_bid,best_yes_ask,best_no_bid,best_no_ask
1768059193661,v1.1,KXBTC15M-26JAN101045-45,1768059193661,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,1514,0.49,0.52,0.48,0.51,True,,0,,,,,,,,594.0594059405946,1739.8999999999999,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:fb62f47445"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059194867,v1.1,KXBTC15M-26JAN101045-45,1768059194867,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,383,0.49,0.52,0.48,0.51,True,,0,,,,,,,,594.0594059405946,1746.34,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:3ccf3332e3"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059196078,v1.1,KXBTC15M-26JAN101045-45,1768059196078,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,1608,0.49,0.52,0.48,0.51,True,,0,,,,,,,,594.0594059405946,1746.64,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:dde9201c95"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059197302,v1.1,KXBTC15M-26JAN101045-45,1768059197302,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,1045,0.5,0.52,0.48,0.5,True,,0,,,,,,,,392.15686274509835,1735.94,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:0991508bb2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059198511,v1.1,KXBTC15M-26JAN101045-45,1768059198511,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,1440,0.51,0.52,0.48,0.49,True,,0,,,,,,,,194.17475728155355,1747.64,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1f34a2e397"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059199739,v1.1,KXBTC15M-26JAN101045-45,1768059199739,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,1678,0.51,0.52,0.48,0.49,True,,0,,,,,,,,194.17475728155355,1905.04,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:d8cc94af2f"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059200936,v1.1,KXBTC15M-26JAN101045-45,1768059200936,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90480.975,True,RESOLUTION_UNKNOWN,907,0.51,0.52,0.48,0.49,True,,0,,,,,,,,194.17475728155355,1922.24,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:8dc1e82a06"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059202165,v1.1,KXBTC15M-26JAN101045-45,1768059202165,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90493.315,True,RESOLUTION_UNKNOWN,751,0.56,0.61,0.39,0.44,True,,0,,,,,,,,854.7008547008536,345.16,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:766bec7a5c"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059203375,v1.1,KXBTC15M-26JAN101045-45,1768059203375,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,1999,0.6,0.61,0.39,0.4,True,,0,,,,,,,,165.28925619834726,358.60999999999996,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:3961548a2c"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059204621,v1.1,KXBTC15M-26JAN101045-45,1768059204621,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,1057,0.6,0.61,0.39,0.4,True,,0,,,,,,,,165.28925619834726,2814.6599999999994,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:30bf0362f4"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059205829,v1.1,KXBTC15M-26JAN101045-45,1768059205829,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,2251,0.59,0.61,0.39,0.41,True,,0,,,,,,,,333.33333333333366,2779.9900000000002,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:2ad1e433e2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059207023,v1.1,KXBTC15M-26JAN101045-45,1768059207023,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,1366,0.61,0.62,0.38,0.39,True,,0,,,,,,,,162.6016260162603,2895.6400000000003,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:322f50a3b9"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059208213,v1.1,KXBTC15M-26JAN101045-45,1768059208213,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,2599,0.62,0.63,0.37,0.38,True,,0,,,,,,,,160.00000000000014,2911.2599999999998,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:aa774660f0"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059209448,v1.1,KXBTC15M-26JAN101045-45,1768059209448,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,3790,0.62,0.63,0.37,0.38,True,,0,,,,,,,,160.00000000000014,2880.6099999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:27a26c99cc"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059210636,v1.1,KXBTC15M-26JAN101045-45,1768059210636,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,1103,0.62,0.64,0.36,0.38,True,,0,,,,,,,,317.46031746031775,2882.7199999999993,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:c7d65290e9"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059211849,v1.1,KXBTC15M-26JAN101045-45,1768059211849,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,2325,0.63,0.64,0.36,0.37,True,,0,,,,,,,,157.48031496063004,2914.2199999999993,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:90c009c89e"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059213073,v1.1,KXBTC15M-26JAN101045-45,1768059213073,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,3532,0.63,0.64,0.36,0.37,True,,0,,,,,,,,157.48031496063004,2913.919999999999,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:24de6d868a"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
