ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash,fill_mode,fill_feasible,fill_slippage_cents,fill_depth_required,fill_depth_used,arb_cost_cents,arb_cost_cents_conservative,arb_edge_cents,arb_edge_cents_conservative,model_name,sigma,r,d2,fair_yes_pv,fair_yes_prob,discount_factor,fair_up_prob_semantics,depth_qty_total,depth_notional_total_usd,best_yes_bid,best_yes_ask,best_no_bid,best_no_ask
1768059214286,v1.1,KXBTC15M-26JAN101045-45,1768059214286,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,605,0.62,0.64,0.36,0.38,True,,0,,,,,,,,317.46031746031775,2901.3899999999994,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:f20e6a75c2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059215503,v1.1,KXBTC15M-26JAN101045-45,1768059215503,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90494.795,True,RESOLUTION_UNKNOWN,1073,0.62,0.64,0.36,0.38,True,,0,,,,,,,,317.46031746031775,2901.3899999999994,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:f20e6a75c2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059216708,v1.1,KXBTC15M-26JAN101045-45,1768059216708,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90496.155,True,RESOLUTION_UNKNOWN,1622,0.63,0.65,0.35,0.37,True,,0,,,,,,,,312.5000000000003,2866.54,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:5eab895d90"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059217895,v1.1,KXBTC15M-26JAN101045-45,1768059217895,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90496.57,True,RESOLUTION_UNKNOWN,1618,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2900.4199999999996,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:b1b852a1e9"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059219101,v1.1,KXBTC15M-26JAN101045-45,1768059219101,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90496.6,True,RESOLUTION_UNKNOWN,1275,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2903.52,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:928cf466dc"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059220318,v1.1,KXBTC15M-26JAN101045-45,1768059220318,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90496.675,True,RESOLUTION_UNKNOWN,1973,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2905.62,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:967c23bbbd"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059221510,v1.1,KXBTC15M-26JAN101045-45,1768059221510,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90496.945,True,RESOLUTION_UNKNOWN,1634,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2905.8199999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:ec203fafa0"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059222759,v1.1,KXBTC15M-26JAN101045-45,1768059222759,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.095,True,RESOLUTION_UNKNOWN,1088,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2905.8199999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:796350ec3c"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059223990,v1.1,KXBTC15M-26JAN101045-45,1768059223990,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1050,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2897.37,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:f0de801735"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059225200,v1.1,KXBTC15M-26JAN101045-45,1768059225200,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1505,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2897.2700000000004,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1702ccbeb2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059226405,v1.1,KXBTC15M-26JAN101045-45,1768059226405,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,2086,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2897.2700000000004,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1702ccbeb2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059227610,v1.1,KXBTC15M-26JAN101045-45,1768059227610,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,357,0.64,0.65,0.35,0.36,True,,0,,,,,,,,155.0387596899226,2873.0000000000005,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:7dd27caaca"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059228897,v1.1,KXBTC15M-26JAN101045-45,1768059228897,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1565,0.65,0.66,0.34,0.35,True,,0,,,,,,,,152.67175572519096,2887.47,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1f6a046f04"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059230099,v1.1,KXBTC15M-26JAN101045-45,1768059230099,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1634,0.65,0.66,0.34,0.35,True,,0,,,,,,,,152.67175572519096,2887.47,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1f6a046f04"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059231329,v1.1,KXBTC15M-26JAN101045-45,1768059231329,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1312,0.65,0.66,0.34,0.35,True,,0,,,,,,,,152.67175572519096,2855.05,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:0ca435192a"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059232531,v1.1,KXBTC15M-26JAN101045-45,1768059232531,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1885,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2873.5800000000004,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:990404c7df"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059233726,v1.1,KXBTC15M-26JAN101045-45,1768059233726,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90497.495,True,RESOLUTION_UNKNOWN,1977,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2876.78,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:14f1a2e50b"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059234912,v1.1,KXBTC15M-26JAN101045-45,1768059234912,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90502.01000000001,True,RESOLUTION_UNKNOWN,617,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2885.28,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:77338b8de4"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059236139,v1.1,KXBTC15M-26JAN101045-45,1768059236139,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90502.025,True,RESOLUTION_UNKNOWN,1805,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2922.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:33fb208ae2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059237330,v1.1,KXBTC15M-26JAN101045-45,1768059237330,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.07500000001,True,RESOLUTION_UNKNOWN,876,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2922.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:33fb208ae2"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059238525,v1.1,KXBTC15M-26JAN101045-45,1768059238525,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90500.045,True,RESOLUTION_UNKNOWN,1245,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2923.64,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:d9bbb885df"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059239735,v1.1,KXBTC15M-26JAN101045-45,1768059239735,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.20999999999,True,RESOLUTION_UNKNOWN,1308,0.66,0.67,0.33,0.34,True,,0,,,,,,,,150.3759398496242,2923.64,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:93145affc4"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059241004,v1.1,KXBTC15M-26JAN101045-45,1768059241004,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.315,True,RESOLUTION_UNKNOWN,2524,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2944.8899999999994,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:dc2d0ba341"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059242225,v1.1,KXBTC15M-26JAN101045-45,1768059242225,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.565,True,RESOLUTION_UNKNOWN,574,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2941.3899999999994,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:eeb40a903d"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059243494,v1.1,KXBTC15M-26JAN101045-45,1768059243494,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.86499999999,True,RESOLUTION_UNKNOWN,1793,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2921.12,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:7dd3f119aa"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059244714,v1.1,KXBTC15M-26JAN101045-45,1768059244714,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.87,True,RESOLUTION_UNKNOWN,1247,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2895.8199999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:0d400914c3"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059245936,v1.1,KXBTC15M-26JAN101045-45,1768059245936,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.87,True,RESOLUTION_UNKNOWN,2460,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2895.8199999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:0d400914c3"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059247157,v1.1,KXBTC15M-26JAN101045-45,1768059247157,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.965,True,RESOLUTION_UNKNOWN,1662,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2899.3199999999997,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:c9353e9220"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059248397,v1.1,KXBTC15M-26JAN101045-45,1768059248397,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.965,True,RESOLUTION_UNKNOWN,2883,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2900.17,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:2619c0da99"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059249618,v1.1,KXBTC15M-26JAN101045-45,1768059249618,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.965,True,RESOLUTION_UNKNOWN,1196,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2903.72,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:826c6b5418"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1768059250826,v1.1,KXBTC15M-26JAN101045-45,1768059250826,1768059900000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTC15M-26JAN101045-45,90501.965,True,RESOLUTION_UNKNOWN,2387,0.67,0.68,0.32,0.33,True,,0,,,,,,,,148.14814814814827,2904.02,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,,NO_TRADE,LAST_ENTRY_CUTOFF,LAST_ENTRY_CUTOFF,"[""DATA:LIVE"", ""BOOK_SHA1:1366c46411"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,
