ts,market_id,now,market_end_ts,official_mid,official_source,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,pm_book_age_ms,mock_used,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,action,reason,params_hash
1768070138079,pm-demo-market,1768070138079,1768073705066,90454.57,coinbase,1598,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070139212,pm-demo-market,1768070139212,1768073705066,90454.57,coinbase,1189,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070140351,pm-demo-market,1768070140351,1768073705066,90454.57,coinbase,985,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070141481,pm-demo-market,1768070141481,1768073705066,90454.56,coinbase,465,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070142613,pm-demo-market,1768070142613,1768073705066,90454.565,coinbase,737,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070143740,pm-demo-market,1768070143740,1768073705066,90453.765,coinbase,607,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070144871,pm-demo-market,1768070144871,1768073705066,90454.565,coinbase,956,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070146043,pm-demo-market,1768070146043,1768073705066,90455.08,coinbase,2128,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070147183,pm-demo-market,1768070147183,1768073705066,90455.08,coinbase,3268,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070148349,pm-demo-market,1768070148349,1768073705066,90453.29000000001,coinbase,1427,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070149479,pm-demo-market,1768070149479,1768073705066,90453.29000000001,coinbase,1684,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070150596,pm-demo-market,1768070150596,1768073705066,90453.985,coinbase,1603,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070151702,pm-demo-market,1768070151702,1768073705066,90453.985,coinbase,1573,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070152838,pm-demo-market,1768070152838,1768073705066,90453.985,coinbase,1182,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070154020,pm-demo-market,1768070154020,1768073705066,90453.67,coinbase,660,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070155206,pm-demo-market,1768070155206,1768073705066,90453.675,coinbase,963,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070156336,pm-demo-market,1768070156336,1768073705066,90453.29000000001,coinbase,937,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070157486,pm-demo-market,1768070157486,1768073705066,90453.29000000001,coinbase,1905,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070158616,pm-demo-market,1768070158616,1768073705066,90453.29000000001,coinbase,3035,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070159736,pm-demo-market,1768070159736,1768073705066,90453.245,coinbase,1062,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070160857,pm-demo-market,1768070160857,1768073705066,90453.245,coinbase,1445,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070161985,pm-demo-market,1768070161985,1768073705066,90453.29000000001,coinbase,1602,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070163112,pm-demo-market,1768070163112,1768073705066,90452.60500000001,coinbase,1271,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070164272,pm-demo-market,1768070164272,1768073705066,90452.60500000001,coinbase,1678,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070165408,pm-demo-market,1768070165408,1768073705066,90452.60500000001,coinbase,2814,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070166554,pm-demo-market,1768070166554,1768073705066,90452.60500000001,coinbase,528,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070167718,pm-demo-market,1768070167718,1768073705066,90452.60500000001,coinbase,828,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070168841,pm-demo-market,1768070168841,1768073705066,90452.60500000001,coinbase,859,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070170057,pm-demo-market,1768070170057,1768073705066,90453.67000000001,coinbase,1257,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070171174,pm-demo-market,1768070171174,1768073705066,90449.10500000001,coinbase,1516,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070172300,pm-demo-market,1768070172300,1768073705066,90449.10500000001,coinbase,2642,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070173427,pm-demo-market,1768070173427,1768073705066,90450.55,coinbase,1045,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070174523,pm-demo-market,1768070174523,1768073705066,90451.045,coinbase,1074,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070175649,pm-demo-market,1768070175649,1768073705066,90451.04999999999,coinbase,1156,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070176768,pm-demo-market,1768070176768,1768073705066,90451.04999999999,coinbase,1203,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070177891,pm-demo-market,1768070177891,1768073705066,90451.975,coinbase,1367,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070178999,pm-demo-market,1768070178999,1768073705066,90455.60500000001,coinbase,1275,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070180102,pm-demo-market,1768070180102,1768073705066,90455.57,coinbase,2378,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070181227,pm-demo-market,1768070181227,1768073705066,90455.595,coinbase,1599,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070182340,pm-demo-market,1768070182340,1768073705066,90455.60500000001,coinbase,293,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070183472,pm-demo-market,1768070183472,1768073705066,90455.60500000001,coinbase,175,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070184645,pm-demo-market,1768070184645,1768073705066,90455.60500000001,coinbase,1348,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070185755,pm-demo-market,1768070185755,1768073705066,90455.60500000001,coinbase,1124,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070186876,pm-demo-market,1768070186876,1768073705066,90455.60500000001,coinbase,1022,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070188001,pm-demo-market,1768070188001,1768073705066,90455.60500000001,coinbase,1129,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070189127,pm-demo-market,1768070189127,1768073705066,90455.60500000001,coinbase,1229,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070190246,pm-demo-market,1768070190246,1768073705066,90455.60500000001,coinbase,2348,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070191366,pm-demo-market,1768070191366,1768073705066,90455.97,coinbase,818,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070192492,pm-demo-market,1768070192492,1768073705066,90455.905,coinbase,1944,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070193637,pm-demo-market,1768070193637,1768073705066,90455.905,coinbase,3089,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070194767,pm-demo-market,1768070194767,1768073705066,90455.905,coinbase,1972,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070195900,pm-demo-market,1768070195900,1768073705066,90455.905,coinbase,3105,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070197118,pm-demo-market,1768070197118,1768073705066,90455.91500000001,coinbase,1646,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070198269,pm-demo-market,1768070198269,1768073705066,90455.91500000001,coinbase,351,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070199403,pm-demo-market,1768070199403,1768073705066,90455.91500000001,coinbase,1116,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070200527,pm-demo-market,1768070200527,1768073705066,90455.92,coinbase,413,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070201669,pm-demo-market,1768070201669,1768073705066,90456.095,coinbase,619,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070202790,pm-demo-market,1768070202790,1768073705066,90456.185,coinbase,946,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070203918,pm-demo-market,1768070203918,1768073705066,90456.185,coinbase,969,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070205044,pm-demo-market,1768070205044,1768073705066,90456.185,coinbase,884,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070206162,pm-demo-market,1768070206162,1768073705066,90458.905,coinbase,1448,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070207298,pm-demo-market,1768070207298,1768073705066,90458.905,coinbase,1235,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070208416,pm-demo-market,1768070208416,1768073705066,90458.905,coinbase,1398,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070209530,pm-demo-market,1768070209530,1768073705066,90458.905,coinbase,1170,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070210682,pm-demo-market,1768070210682,1768073705066,90458.905,coinbase,1007,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070211847,pm-demo-market,1768070211847,1768073705066,90458.905,coinbase,428,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070212984,pm-demo-market,1768070212984,1768073705066,90458.905,coinbase,1455,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070214115,pm-demo-market,1768070214115,1768073705066,90458.905,coinbase,2586,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070215268,pm-demo-market,1768070215268,1768073705066,90458.905,coinbase,1188,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070216412,pm-demo-market,1768070216412,1768073705066,90458.905,coinbase,1082,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070217505,pm-demo-market,1768070217505,1768073705066,90458.905,coinbase,2175,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070218627,pm-demo-market,1768070218627,1768073705066,90458.905,coinbase,1398,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070219779,pm-demo-market,1768070219779,1768073705066,90458.905,coinbase,2550,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070220913,pm-demo-market,1768070220913,1768073705066,90458.905,coinbase,2038,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070222045,pm-demo-market,1768070222045,1768073705066,90458.905,coinbase,1543,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070223171,pm-demo-market,1768070223171,1768073705066,90458.905,coinbase,1291,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070224335,pm-demo-market,1768070224335,1768073705066,90458.905,coinbase,842,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070225475,pm-demo-market,1768070225475,1768073705066,90462.575,coinbase,996,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070226614,pm-demo-market,1768070226614,1768073705066,90462.575,coinbase,2135,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070227726,pm-demo-market,1768070227726,1768073705066,90462.565,coinbase,3247,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070228867,pm-demo-market,1768070228867,1768073705066,90462.58,coinbase,613,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070229982,pm-demo-market,1768070229982,1768073705066,90462.58,coinbase,561,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070231100,pm-demo-market,1768070231100,1768073705066,90462.58,coinbase,1679,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070232239,pm-demo-market,1768070232239,1768073705066,90462.58,coinbase,2818,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070233358,pm-demo-market,1768070233358,1768073705066,90462.58,coinbase,1351,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070234489,pm-demo-market,1768070234489,1768073705066,90462.58499999999,coinbase,1578,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070235609,pm-demo-market,1768070235609,1768073705066,90462.58499999999,coinbase,2698,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070236751,pm-demo-market,1768070236751,1768073705066,90461.70999999999,coinbase,1130,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070237871,pm-demo-market,1768070237871,1768073705066,90462.58,coinbase,2250,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070238979,pm-demo-market,1768070238979,1768073705066,90461.715,coinbase,600,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070240155,pm-demo-market,1768070240155,1768073705066,90461.84,coinbase,729,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070241284,pm-demo-market,1768070241284,1768073705066,90462.575,coinbase,873,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070242407,pm-demo-market,1768070242407,1768073705066,90459.23999999999,coinbase,872,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070243580,pm-demo-market,1768070243580,1768073705066,90460.23999999999,coinbase,656,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070244805,pm-demo-market,1768070244805,1768073705066,90460.23999999999,coinbase,1881,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070245942,pm-demo-market,1768070245942,1768073705066,90460.63,coinbase,2152,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070247083,pm-demo-market,1768070247083,1768073705066,90460.0,coinbase,1050,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070248200,pm-demo-market,1768070248200,1768073705066,90458.09,coinbase,1962,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070249304,pm-demo-market,1768070249304,1768073705066,90460.0,coinbase,1725,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070250459,pm-demo-market,1768070250459,1768073705066,90458.995,coinbase,624,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070251627,pm-demo-market,1768070251627,1768073705066,90459.0,coinbase,706,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070252750,pm-demo-market,1768070252750,1768073705066,90458.98999999999,coinbase,563,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070253887,pm-demo-market,1768070253887,1768073705066,90458.98999999999,coinbase,887,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070255030,pm-demo-market,1768070255030,1768073705066,90459.11499999999,coinbase,2030,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070256151,pm-demo-market,1768070256151,1768073705066,90459.065,coinbase,1334,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070257311,pm-demo-market,1768070257311,1768073705066,90459.065,coinbase,2494,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070258459,pm-demo-market,1768070258459,1768073705066,90459.08499999999,coinbase,1666,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070259576,pm-demo-market,1768070259576,1768073705066,90459.225,coinbase,1160,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070260702,pm-demo-market,1768070260702,1768073705066,90461.63500000001,coinbase,1373,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070261825,pm-demo-market,1768070261825,1768073705066,90461.01000000001,coinbase,1055,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070262964,pm-demo-market,1768070262964,1768073705066,90461.01000000001,coinbase,2087,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070264086,pm-demo-market,1768070264086,1768073705066,90460.4,coinbase,623,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070265203,pm-demo-market,1768070265203,1768073705066,90461.0,coinbase,342,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070266313,pm-demo-market,1768070266313,1768073705066,90460.4,coinbase,611,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070267430,pm-demo-market,1768070267430,1768073705066,90460.0,coinbase,414,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070268536,pm-demo-market,1768070268536,1768073705066,90460.0,coinbase,1228,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070269643,pm-demo-market,1768070269643,1768073705066,90459.45999999999,coinbase,779,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070270757,pm-demo-market,1768070270757,1768073705066,90458.92499999999,coinbase,691,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070271880,pm-demo-market,1768070271880,1768073705066,90458.92499999999,coinbase,699,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070273031,pm-demo-market,1768070273031,1768073705066,90458.92499999999,coinbase,1008,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070274197,pm-demo-market,1768070274197,1768073705066,90458.92499999999,coinbase,1711,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070275315,pm-demo-market,1768070275315,1768073705066,90458.92499999999,coinbase,972,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070276450,pm-demo-market,1768070276450,1768073705066,90458.92499999999,coinbase,1273,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070277610,pm-demo-market,1768070277610,1768073705066,90458.92499999999,coinbase,1093,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070278739,pm-demo-market,1768070278739,1768073705066,90458.92499999999,coinbase,1697,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070279865,pm-demo-market,1768070279865,1768073705066,90458.92499999999,coinbase,834,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070281013,pm-demo-market,1768070281013,1768073705066,90458.92499999999,coinbase,415,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070282204,pm-demo-market,1768070282204,1768073705066,90458.92499999999,coinbase,1367,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070283332,pm-demo-market,1768070283332,1768073705066,90457.06,coinbase,539,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070284441,pm-demo-market,1768070284441,1768073705066,90457.57500000001,coinbase,1648,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070285572,pm-demo-market,1768070285572,1768073705066,90457.57500000001,coinbase,1054,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070286712,pm-demo-market,1768070286712,1768073705066,90457.57500000001,coinbase,1310,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070287830,pm-demo-market,1768070287830,1768073705066,90457.57500000001,coinbase,979,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070288951,pm-demo-market,1768070288951,1768073705066,90457.57500000001,coinbase,1917,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070290080,pm-demo-market,1768070290080,1768073705066,90457.57500000001,coinbase,3046,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070291235,pm-demo-market,1768070291235,1768073705066,90457.57500000001,coinbase,1884,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070292337,pm-demo-market,1768070292337,1768073705066,90457.57500000001,coinbase,2986,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070293447,pm-demo-market,1768070293447,1768073705066,90457.57500000001,coinbase,1006,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070294583,pm-demo-market,1768070294583,1768073705066,90457.57500000001,coinbase,1396,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070295724,pm-demo-market,1768070295724,1768073705066,90457.57500000001,coinbase,1481,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070296892,pm-demo-market,1768070296892,1768073705066,90457.57500000001,coinbase,2649,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070298009,pm-demo-market,1768070298009,1768073705066,90457.57500000001,coinbase,858,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070299136,pm-demo-market,1768070299136,1768073705066,90457.57500000001,coinbase,1985,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070300312,pm-demo-market,1768070300312,1768073705066,90457.57500000001,coinbase,1661,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070301446,pm-demo-market,1768070301446,1768073705066,90457.57500000001,coinbase,697,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070302601,pm-demo-market,1768070302601,1768073705066,90457.57500000001,coinbase,1852,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070303724,pm-demo-market,1768070303724,1768073705066,90457.57500000001,coinbase,1697,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070304837,pm-demo-market,1768070304837,1768073705066,90457.57500000001,coinbase,1325,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070305957,pm-demo-market,1768070305957,1768073705066,90457.57500000001,coinbase,1471,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070307060,pm-demo-market,1768070307060,1768073705066,90457.57500000001,coinbase,2574,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070308174,pm-demo-market,1768070308174,1768073705066,90457.57500000001,coinbase,3688,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070309287,pm-demo-market,1768070309287,1768073705066,90457.57500000001,coinbase,1025,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070310489,pm-demo-market,1768070310489,1768073705066,90457.57500000001,coinbase,2227,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
1768070311618,pm-demo-market,1768070311618,1768073705066,90457.57500000001,coinbase,1158,,,,,,false,,,,,,NO_TRADE,BOOK_DATA_MISSING,
