ts,market_id,now,market_end_ts,official_mid,official_source,official_age_ms,book_source,book_latency_ms,book_http_status,book_missing_reason,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,pm_book_age_ms,mock_used,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,action,reason,params_hash
1768134149296,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134149296,1768137530849,90693.86499999999,coinbase,2592,polymarket,313,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134150740,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134150740,1768137530849,90693.86499999999,coinbase,4036,polymarket,375,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134152234,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134152234,1768137530849,90693.86499999999,coinbase,5530,polymarket,374,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134153743,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134153743,1768137530849,90693.86499999999,coinbase,7039,polymarket,296,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134155170,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134155170,1768137530849,90693.86499999999,coinbase,8466,polymarket,594,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134156866,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134156866,1768137530849,90689.995,coinbase,819,polymarket,321,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134158287,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134158287,1768137530849,90689.995,coinbase,1162,polymarket,380,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134159770,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134159770,1768137530849,90689.995,coinbase,1197,polymarket,325,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134161230,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134161230,1768137530849,90689.995,coinbase,1313,polymarket,347,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134162707,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134162707,1768137530849,90689.995,coinbase,208,polymarket,330,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134164165,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134164165,1768137530849,90689.995,coinbase,1666,polymarket,338,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134165605,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134165605,1768137530849,90689.995,coinbase,2333,polymarket,427,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134167182,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134167182,1768137530849,90689.995,coinbase,3910,polymarket,313,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134168610,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134168610,1768137530849,90689.995,coinbase,5338,polymarket,424,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134170131,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134170131,1768137530849,90689.995,coinbase,877,polymarket,420,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134171663,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134171663,1768137530849,90689.995,coinbase,2409,polymarket,482,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134173258,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134173258,1768137530849,90689.995,coinbase,4004,polymarket,281,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134174683,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134174683,1768137530849,90689.995,coinbase,5429,polymarket,384,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134176205,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134176205,1768137530849,90689.995,coinbase,6951,polymarket,321,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134177646,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134177646,1768137530849,90689.995,coinbase,8392,polymarket,327,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134179097,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134179097,1768137530849,90689.995,coinbase,9843,polymarket,299,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134180535,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134180535,1768137530849,90689.995,coinbase,11281,polymarket,288,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,STALE_FEED,
1768134181947,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134181947,1768137530849,90698.005,coinbase,937,polymarket,371,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134183439,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134183439,1768137530849,90698.005,coinbase,1167,polymarket,373,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134184942,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134184942,1768137530849,90698.005,coinbase,1776,polymarket,456,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134186501,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134186501,1768137530849,90694.905,coinbase,1926,polymarket,292,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134187935,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134187935,1768137530849,90694.905,coinbase,1605,polymarket,430,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134189478,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134189478,1768137530849,90694.905,coinbase,1266,polymarket,384,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134191011,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134191011,1768137530849,90694.91500000001,coinbase,708,polymarket,412,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134192508,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134192508,1768137530849,90694.91500000001,coinbase,2205,polymarket,345,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134193960,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134193960,1768137530849,90694.91500000001,coinbase,3657,polymarket,372,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134195441,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134195441,1768137530849,90694.91500000001,coinbase,1390,polymarket,422,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134196979,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134196979,1768137530849,90696.64499999999,coinbase,1191,polymarket,367,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134198438,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134198438,1768137530849,90696.64499999999,coinbase,1416,polymarket,383,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134199933,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134199933,1768137530849,90697.945,coinbase,1823,polymarket,353,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134201397,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134201397,1768137530849,90697.945,coinbase,1582,polymarket,434,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134202949,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134202949,1768137530849,90697.945,coinbase,987,polymarket,358,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134204451,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134204451,1768137530849,90697.945,coinbase,2489,polymarket,397,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134205968,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134205968,1768137530849,90697.945,coinbase,953,polymarket,386,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134207498,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134207498,1768137530849,90697.945,coinbase,2483,polymarket,279,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134208870,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134208870,1768137530849,90697.945,coinbase,3855,polymarket,464,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134210495,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134210495,1768137530849,90702.455,coinbase,1691,polymarket,428,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134212053,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134212053,1768137530849,90702.455,coinbase,1767,polymarket,618,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134213783,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134213783,1768137530849,90702.455,coinbase,840,polymarket,315,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134215203,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134215203,1768137530849,90702.455,coinbase,2260,polymarket,325,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134216626,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134216626,1768137530849,90702.455,coinbase,1371,polymarket,310,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134218039,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134218039,1768137530849,90702.455,coinbase,2784,polymarket,320,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134219469,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134219469,1768137530849,90702.455,coinbase,1112,polymarket,334,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134220944,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134220944,1768137530849,90702.455,coinbase,1152,polymarket,425,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134222473,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134222473,1768137530849,90702.455,coinbase,1583,polymarket,426,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134224015,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134224015,1768137530849,90702.455,coinbase,1236,polymarket,293,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134225420,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134225420,1768137530849,90702.455,coinbase,2641,polymarket,425,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134226953,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134226953,1768137530849,90702.455,coinbase,823,polymarket,333,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134228409,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134228409,1768137530849,90702.455,coinbase,855,polymarket,363,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
1768134229883,72354723612769247426741660426331235762851940382312402276325808095604519806766,1768134229883,1768137530849,90705.985,coinbase,502,polymarket,278,200,,0.001,0.008,0.992,0.999,0,false,,,,,,NO_TRADE,MODEL_WARMUP,
