ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash,fill_mode,fill_feasible,fill_slippage_cents,fill_depth_required,fill_depth_used,arb_cost_cents,arb_cost_cents_conservative,arb_edge_cents,arb_edge_cents_conservative
1768004924561,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004924561,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004925704,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004925704,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004926803,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004926803,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004927899,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004927899,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004928995,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004928995,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004930087,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004930087,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004931181,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004931181,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004932279,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004932279,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004933383,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004933383,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004934479,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004934479,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004935580,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004935580,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004936674,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004936674,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004937773,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004937773,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004938866,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004938866,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004939958,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004939958,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004941051,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004941051,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004942151,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004942151,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004943248,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004943248,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
1768004944350,v1.1,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,1768004944350,0,UNKNOWN,UNKNOWN,,KALSHI,KXMVESPORTSMULTIGAMEEXTENDED-S20251AE651FAEEA-97B600EFADD,,False,RESOLUTION_UNKNOWN,0,0.6,0.62,,,True,,0,,,,,,,,333.3,1000.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,"STRATEGY_ERROR:StaleEdgeStrategy.evaluate_market() missing 4 required positional arguments: 'token_id', 'rules_text', 'market_end_ts_ms', and 'now_ts_ms'",,[],0.0,0.0,0.0,0,False,,conservative,True,0,50,0,0.0,0.0,0.0,0.0
